sourceNodeIndex,targetNodeIndex,weight
355,308,15.584736
599,1017,20.389767
599,741,20.389767
599,886,20.389767
599,960,0.0
599,95,0.0
158,564,30.205442
158,880,0.0
158,1077,0.0
158,1348,36.538532
158,507,40.121773
158,1385,12.245131
158,548,0.0
158,453,0.0
158,339,26.590933
158,450,30.205442
158,1376,6.387394
158,1332,36.538532
158,25,38.349728
922,1246,22.387627
922,251,0.0
238,405,30.519403
238,1448,30.519403
238,1078,30.519403
238,279,0.0
196,713,0.0
196,276,41.216133
196,771,0.0
196,1275,0.0
893,1366,47.37032
893,920,18.530966
893,1330,18.530966
893,959,0.0
893,56,32.794445
893,335,0.0
893,294,47.37032
893,633,32.794445
893,35,9.561968
651,1036,0.0
1055,1204,34.382645
1055,371,0.0
951,1212,0.0
951,1379,24.54997
951,1437,20.996992
951,694,37.65076
951,530,37.65076
951,428,24.107212
936,565,0.0
42,644,16.334309
42,636,0.0
42,978,38.36855
42,778,0.0
42,940,30.548437
42,915,46.871567
1389,409,5.596989
1389,125,5.596989
1389,15,5.596989
1389,923,36.73545
1389,234,0.0
1389,1191,5.596989
1389,569,36.73545
1174,1268,11.98277
1174,621,11.98277
1174,230,10.587371
1174,842,10.587371
1174,849,10.587371
1174,1151,0.0
146,617,0.0
146,1297,0.0
146,388,13.025871
146,789,0.0
146,97,13.025871
146,87,0.0
1421,422,12.348579
1421,463,0.0
1421,1355,41.46037
1421,1181,12.348579
1421,1015,48.21422
1421,795,48.21422
438,487,0.0
919,1251,18.374014
919,1345,18.374014
919,1311,0.0
597,837,0.0
597,897,13.582346
597,1327,13.630898
597,1202,13.630897
597,124,18.045925
597,188,23.626207
597,55,13.582346
597,504,0.0
805,1090,8.889827
805,808,44.13137
805,1205,0.0
805,891,0.0
805,1341,0.0
805,1081,0.0
805,1319,9.413326
805,985,9.413326
805,344,36.947563
805,448,0.0
805,98,7.9321704
805,15,0.0
805,558,8.889827
805,379,44.13137
805,287,48.4239
351,1453,33.287407
351,1191,0.0
351,70,33.287407
351,246,33.287407
351,108,0.0
351,333,33.287407
1325,1331,0.0
1325,1104,0.0
1325,1070,0.0
1325,1093,0.0
1325,1115,14.697262
1325,666,0.0
1325,471,0.0
1325,378,0.0
1325,367,25.550894
1325,573,25.550894
1325,510,0.0
1325,1216,0.0
1108,1420,46.536064
1108,160,13.668263
1108,606,46.536064
3,557,45.636803
3,1412,45.636803
3,1105,32.666935
3,130,45.636803
3,154,16.333462
3,184,0.0
3,1382,0.0
3,429,0.0
1442,642,0.0
1442,1380,0.0
1442,1211,0.0
1442,802,42.56165
1442,753,0.0
1442,224,0.0
1442,861,0.0
1442,810,0.0
1442,490,0.0
1442,874,42.56165
377,1299,43.11212
377,419,0.0
377,1317,34.5274
377,879,0.25824016
16,1038,0.0
16,485,16.00915
16,754,47.574543
16,930,47.574543
16,1422,0.0
16,1415,0.0
16,847,0.0
16,589,39.19606
16,12,22.866648
891,1090,8.889827
891,1341,36.947563
891,1319,8.889827
891,985,9.413326
891,344,36.947563
891,805,0.0
891,98,9.413326
891,558,0.0
891,287,48.4239
532,774,24.59338
532,572,24.59338
532,1225,0.0
532,1129,0.0
532,524,0.0
349,763,37.572044
349,718,2.3274977
349,610,0.0
349,581,37.572044
349,248,0.0
349,67,0.0
251,922,0.0
251,1246,0.0
426,1460,0.0
426,301,0.0
426,10,10.342601
426,176,0.0
426,138,10.342601
301,426,0.0
301,1460,10.342601
301,965,0.0
301,10,0.0
301,176,10.342601
301,138,10.342601
430,574,0.0
430,547,0.0
430,689,0.0
430,117,0.0
430,193,0.0
430,181,0.0
430,380,0.0
733,1207,9.6482725
733,1002,9.6482725
733,324,0.0
733,577,0.0
733,132,9.6482725
649,762,0.0
649,609,0.0
649,58,0.0
649,118,0.0
649,89,0.0
1424,66,34.769093
1424,214,15.584736
1424,355,0.0
1424,308,15.584736
1424,1354,34.769093
1038,1415,0.0
1038,1363,0.0
1038,16,0.0
1038,315,39.042274
1038,12,39.042274
1038,719,39.042274
1038,847,0.0
1038,589,39.19606
938,1224,44.09179
938,1179,42.81019
938,1377,0.0
938,1216,0.0
938,793,41.78814
938,738,44.09179
938,394,0.0
938,510,43.36341
162,1122,0.0
162,1270,13.276941
162,366,0.0
162,869,13.276941
336,900,0.0
336,831,48.758675
336,827,48.758675
336,213,48.758675
1400,1381,22.08429
1400,8,29.44739
1400,612,0.0
156,519,35.198494
156,505,21.219786
156,1305,21.219786
156,1179,0.0
156,1377,21.219786
156,813,0.0
1440,1420,0.0
1440,50,0.0
1440,1162,0.0
1440,534,0.0
1440,1142,0.0
1440,106,0.0
1440,373,23.12826
1440,746,23.12826
1440,65,12.434525
493,851,41.7221
493,1175,0.0
493,702,0.0
493,1057,41.7221
493,397,0.0
1077,1348,42.902267
1077,1385,29.257286
1077,1376,36.538532
1077,1332,42.902267
1077,564,0.0
1077,880,12.245131
1077,999,42.468212
1077,158,0.0
1077,507,40.121773
1077,548,38.349728
1077,25,48.011055
1077,453,40.121773
1077,339,0.0
1077,450,0.0
113,398,48.0269
113,1324,0.0
113,1291,0.0
113,1286,0.49243885
113,1037,0.0
113,275,48.0269
1278,337,38.743423
1278,857,11.257672
1278,535,11.257672
1278,617,0.0
1278,970,38.743423
1278,1021,38.743423
1278,1071,19.344728
1278,593,0.0
1278,745,19.344728
1278,1249,45.481567
963,1413,44.73444
963,557,0.0
963,485,44.73444
963,754,0.0
963,866,0.0
133,846,0.0
133,200,0.0
133,278,9.0684805
133,767,9.0684805
133,746,9.0684805
133,120,9.0684805
133,69,0.0
1078,1448,30.030905
1078,405,0.0
1078,238,30.519403
1078,596,43.48819
1328,1193,11.977876
1328,1133,0.0
1328,385,30.837389
1328,994,11.977876
1328,868,0.0
1328,1005,0.0
485,963,44.73444
485,754,34.74756
485,930,0.0
485,1422,0.0
485,866,44.73444
485,1413,0.0
485,589,0.0
485,16,16.00915
252,1010,41.409943
252,635,20.521029
252,1008,34.63524
252,420,17.995245
252,1340,40.775818
252,472,41.409943
252,247,17.995245
876,1284,0.0
876,1076,0.0
876,1343,32.574173
876,243,32.574173
876,171,0.0
614,618,19.717703
614,817,27.916822
614,758,0.0
614,1022,0.0
614,362,0.0
448,808,44.13137
448,1205,0.0
448,805,0.0
448,1081,0.0
448,1199,0.0
448,756,0.0
448,531,0.0
448,107,13.467585
448,306,13.467585
448,15,0.0
448,379,44.13137
630,1235,0.0
630,755,44.82073
630,1460,44.82073
630,965,31.283344
63,1100,40.61051
63,1185,0.0
63,928,0.0
63,459,0.0
63,638,0.0
63,1182,40.61051
63,6,8.823455
199,687,48.611362
199,210,17.831656
199,712,33.194126
199,899,0.0
199,633,0.0
199,1326,33.194126
199,1418,0.0
199,883,22.51373
945,1180,25.33205
945,1326,0.0
945,764,0.4450566
945,551,47.428223
945,102,36.325733
606,968,13.714091
606,950,13.714091
606,1420,0.0
606,1108,46.536064
606,727,13.714091
606,1132,13.714091
606,595,0.0
606,570,13.714091
724,1336,0.0
724,1427,35.979317
724,909,0.0
724,1340,0.0
724,1371,0.0
724,865,16.966633
724,461,0.0
724,574,35.979317
724,310,0.0
1082,1144,18.363531
1082,175,32.105934
1082,491,32.105934
1082,818,18.363531
1082,449,46.955948
1082,74,0.0
1082,704,0.0
1082,1061,46.955948
798,1393,48.3495
798,567,0.0
798,170,48.3495
927,1280,43.465355
927,1284,37.629745
927,1024,0.0
927,1414,30.534378
927,1041,43.465355
927,772,0.0
927,655,0.0
927,171,20.565142
185,1208,0.0
185,806,27.303154
185,1351,40.53142
70,351,33.287407
70,246,0.0
70,108,0.0
70,333,0.0
70,1453,0.0
70,1191,0.0
1136,1144,12.954597
1136,1408,41.132107
1136,356,0.0
1136,454,0.0
1136,491,0.0
1136,168,41.132107
1136,1101,0.0
1136,260,41.132107
1136,26,0.0
987,1263,0.0
987,1000,12.274996
987,1436,29.150734
987,804,0.0
987,17,29.150734
615,1107,19.849548
615,1197,0.0
615,654,19.849548
615,1396,0.0
615,556,7.9318767
1197,1245,47.649757
1197,1375,47.649757
1197,1107,7.9318767
1197,615,0.0
1197,654,47.649757
1197,556,7.9318767
1197,1045,0.0
1197,38,46.99466
559,629,0.0
559,721,45.67306
559,1387,42.851307
559,1196,0.0
559,781,0.0
559,274,0.0
299,838,0.0
299,769,42.333828
299,924,42.333828
299,465,0.0
299,683,8.16652
1120,1265,40.255787
1120,1282,0.0
1120,688,0.0
1120,266,12.956205
1120,699,22.409094
1120,831,0.0
1120,219,40.255787
1120,632,0.0
1120,870,41.995697
1120,966,40.255787
1120,1094,40.255787
1120,183,40.255787
1120,513,40.255787
540,812,0.0
540,751,36.16365
540,1407,0.0
540,711,0.0
540,428,36.16365
540,218,0.0
1375,631,33.33989
1375,1245,0.0
1375,1197,47.649757
1375,392,45.134003
1375,840,33.33989
1375,654,0.0
1375,47,0.0
1375,1045,44.199303
1375,1016,45.134003
1375,38,0.7350497
105,1439,31.216408
105,357,0.0
105,191,12.183429
105,602,0.0
105,140,0.0
105,1335,22.273052
105,1088,0.0
1010,252,41.409943
1010,420,17.995245
1010,247,17.995245
1010,472,0.0
192,1449,24.698639
192,734,46.43777
192,1146,0.0
192,320,45.02967
192,995,18.762121
192,523,12.434541
192,191,45.02967
1439,1011,49.349514
1439,105,31.216408
1439,191,32.017246
1439,602,32.017246
1439,140,31.216408
1439,1088,0.0
1059,1462,40.40261
1059,631,35.549534
1059,141,0.0
1059,222,0.0
1059,392,0.0
1059,850,0.0
228,376,0.0
228,585,11.179097
228,1444,15.6784115
228,790,16.719841
311,763,32.292664
311,526,32.682056
311,581,32.292664
311,248,0.0
1186,946,0.0
1186,101,38.96184
1186,913,7.700224
1186,797,23.626284
276,713,0.0
276,771,0.0
276,1275,41.216133
276,828,0.0
276,196,41.216133
511,939,0.0
511,636,17.972271
511,921,17.972271
511,940,48.35929
511,1198,0.0
511,915,48.35929
511,231,0.0
511,90,23.392765
511,194,0.0
1348,1385,18.0217
1348,1376,0.0
1348,564,36.538532
1348,880,24.389528
1348,999,49.852154
1348,158,36.538532
1348,1077,42.902267
1348,548,30.205442
1348,453,30.205442
1348,339,38.63757
1348,450,36.538532
1348,1332,6.387394
1039,1138,0.0
1039,1408,0.0
1039,1091,21.150713
1039,1184,0.0
1039,356,42.261364
1039,690,0.0
1039,168,42.261364
1039,260,42.261364
1039,37,0.0
1039,109,30.068441
1039,407,0.0
243,1284,0.0
243,876,32.574173
243,1076,0.0
243,1343,0.0
345,564,36.775253
345,829,0.0
345,1383,28.470581
345,1031,0.0
345,1318,43.846886
345,492,0.0
345,25,0.0
345,62,22.384188
491,1144,12.954597
491,1082,32.105934
491,1136,0.0
491,818,28.554228
491,1101,0.0
491,704,32.105934
491,454,0.0
491,175,0.0
491,168,40.732162
491,449,28.554228
491,26,0.0
576,1313,0.0
576,973,0.0
576,1438,38.755074
576,1028,0.0
576,447,38.755074
600,1040,38.90859
600,1311,0.0
600,1283,0.0
600,952,10.856108
600,374,38.90859
1299,1317,41.753315
1299,1230,0.0
1299,377,43.11212
1299,1190,40.15836
1299,419,43.11212
1299,879,43.265064
1256,1100,46.79628
1256,872,0.0
1256,1185,0.0
1256,226,42.333973
1256,34,46.79628
1256,1220,42.333973
1256,1182,18.3191
1256,99,34.848995
860,916,17.995169
860,941,0.0
860,1287,15.60821
860,315,39.046318
860,354,17.995169
860,801,0.0
860,719,15.60821
860,144,0.0
1185,1256,0.0
1185,1220,0.0
1185,1100,18.3191
1185,872,0.0
1185,63,0.0
1185,226,42.333973
1185,928,0.0
1185,34,46.79628
1185,459,8.823455
1185,6,8.823455
1185,638,0.0
1185,1182,18.3191
1185,99,36.63825
385,1193,17.999811
385,1328,30.837389
385,994,26.934982
385,868,0.0
385,980,0.0
385,1005,30.837389
385,188,17.999811
385,55,0.0
385,375,0.0
1372,1168,14.589885
1372,117,0.0
1372,318,0.0
1372,1226,14.589885
1372,652,0.0
764,945,0.4450566
764,1180,24.887016
764,1057,0.0
764,551,47.26171
764,102,23.741112
332,1296,0.0
332,116,1.637609
246,800,0.0
246,351,33.287407
246,1227,0.0
246,1017,35.96088
246,333,0.0
246,1209,35.96088
246,1453,0.0
246,1398,0.0
246,70,0.0
246,108,0.0
84,592,0.0
84,1426,0.0
992,1195,35.00114
992,1032,34.632435
992,1356,0.0
992,1046,0.0
992,1454,0.0
992,1300,0.0
992,337,34.632435
992,691,0.0
992,729,0.0
992,593,35.00114
992,830,34.632435
992,494,0.0
754,963,0.0
754,930,0.0
754,1422,47.574543
754,866,0.0
754,1413,0.0
754,16,47.574543
754,485,34.74756
754,589,34.74756
527,716,0.0
527,1019,30.522018
527,1092,30.522018
527,147,0.0
527,71,0.0
994,1193,0.0
994,1133,0.0
994,1328,11.977876
994,1005,11.977876
994,385,26.934982
994,871,0.0
994,464,0.0
994,868,26.934982
1322,214,14.041969
1322,233,11.543479
1322,355,11.543479
1322,18,0.0
1322,1098,18.517252
1322,877,14.041969
1322,1228,18.517252
1339,1357,0.04128988
1339,588,13.278151
507,564,40.121773
507,880,42.071625
507,1077,40.121773
507,1385,42.071625
507,1083,0.0
507,548,40.121773
507,128,0.0
507,441,0.0
507,158,40.121773
507,453,0.0
507,450,40.121773
1208,1351,18.277058
1208,759,23.909939
1208,185,0.0
1208,806,27.303154
1208,647,40.405952
1208,321,0.0
1208,1030,40.405952
834,841,0.0
834,505,0.80742174
769,838,42.333828
769,1423,0.0
769,924,0.0
769,299,42.333828
769,683,0.0
1388,1425,43.45505
1388,101,0.0
1388,984,0.0
1388,476,43.45505
68,1161,0.0
68,668,0.0
1423,1450,0.0
1423,769,0.0
1423,583,0.0
1423,1303,0.0
1423,924,32.28267
1423,327,43.01154
635,1336,39.93194
635,1008,33.265396
635,819,39.93194
635,1340,33.265396
635,252,20.521029
635,420,0.0
222,631,35.549534
222,1059,0.0
222,1462,0.0
222,392,0.0
222,141,35.549534
691,992,0.0
691,857,8.946577
691,1356,0.0
691,1021,0.0
691,729,0.0
691,1046,0.0
691,1300,0.0
691,1455,8.946577
691,494,0.0
571,1109,0.0
571,993,0.0
571,582,49.07728
571,639,23.358704
571,895,40.60732
571,73,0.0
571,115,40.60732
571,163,0.0
571,424,0.0
360,729,32.68253
360,494,0.0
360,1053,0.0
360,1382,32.68253
360,429,0.0
360,245,0.0
526,1137,0.0
526,581,0.0
526,248,32.682056
526,311,32.682056
526,221,49.015564
221,526,49.015564
221,250,0.0
221,1137,49.015564
1035,1391,0.0
1035,521,0.0
1035,364,35.503563
1035,24,0.0
369,408,26.613728
369,914,26.613728
369,619,48.690994
369,227,0.0
220,832,0.0
412,503,39.51068
412,1020,10.16393
412,480,0.0
412,1200,40.341637
412,698,46.868458
412,693,0.0
412,0,40.341637
412,207,9.888761
475,1089,19.60003
475,1165,13.385698
475,1176,0.0
475,622,13.173022
475,286,9.983391
475,399,0.0
475,361,13.385698
499,1358,0.0
499,829,36.35115
499,1318,0.0
499,917,24.358778
499,215,0.0
1109,571,0.0
1109,73,0.0
1109,163,23.358704
1109,582,0.0
1109,639,23.358704
1385,564,12.245131
1385,880,0.0
1385,999,49.852154
1385,158,12.245131
1385,1077,29.257286
1385,1348,18.0217
1385,507,42.071625
1385,548,36.538532
1385,453,42.071625
1385,339,42.902267
1385,450,12.245131
1385,1376,24.389528
1385,1332,0.0
1259,905,0.0
1259,223,0.0
1259,308,0.0
1259,172,12.259618
616,1406,45.489784
616,685,18.518919
616,657,24.767931
616,122,0.0
616,255,28.478256
616,256,14.31163
409,1389,5.596989
409,923,34.889034
409,1191,0.0
409,569,34.889034
409,125,0.0
409,15,0.0
409,234,5.596989
409,379,0.0
1117,1334,0.0
1117,187,19.168552
1117,224,0.0
1117,490,0.0
1117,839,36.274155
1117,245,36.274155
1117,1053,19.168552
596,1448,43.48819
596,1078,43.48819
596,816,0.0
596,405,0.0
92,1384,0.0
92,432,42.288326
92,973,0.0
92,1438,0.0
92,986,25.665579
92,83,17.181402
1224,1377,44.09179
1224,938,44.09179
1224,738,44.09179
1224,1179,42.81019
1224,394,44.09179
1224,510,0.0
1224,1216,0.0
871,1133,0.0
871,994,0.0
871,653,0.0
871,464,0.0
1115,1325,14.697262
1115,1104,14.697262
1115,629,0.0
1115,1070,0.0
1115,1093,14.697262
1115,471,0.0
1115,367,31.68141
1115,573,14.697262
1115,721,0.0
1384,1438,0.0
1384,329,15.23068
1384,127,15.23068
1384,537,15.23068
1384,92,0.0
1384,432,15.23068
1384,973,25.665579
1384,986,0.0
1384,83,17.181402
1384,692,0.0
1097,1244,0.0
1097,761,0.0
1273,1285,0.0
1273,439,0.0
1273,1246,23.906408
1273,679,0.0
1273,325,12.028768
1273,1050,25.761703
75,331,0.0
226,1100,46.96682
226,872,42.333973
226,533,0.0
226,1256,42.333973
226,1185,42.333973
226,1220,0.0
226,1095,21.465847
226,1182,26.55292
226,88,21.465847
939,1198,0.0
939,231,23.392765
939,511,0.0
939,90,23.392765
939,921,0.0
1210,13,0.0
1210,472,3.1181
857,1278,11.257672
857,970,39.353836
857,1021,8.946577
857,1071,14.779258
857,1046,0.0
857,1455,0.0
857,337,39.353836
857,691,8.946577
857,535,0.0
857,617,11.257672
857,745,14.779258
549,792,39.046253
549,1177,0.0
549,1147,30.326063
549,40,30.326063
549,468,39.046253
1054,161,0.0
432,537,0.0
432,1384,15.23068
432,973,42.288326
432,1438,17.181402
432,986,17.181402
432,692,15.23068
432,329,0.0
432,127,0.0
432,92,42.288326
432,83,0.0
342,601,17.257448
342,1163,41.06504
342,387,41.901688
342,1402,21.486254
342,1282,49.517727
342,640,17.203836
342,134,46.013107
816,405,10.207407
816,206,0.0
816,596,0.0
816,284,0.0
816,469,0.0
816,682,33.243095
1428,954,0.0
1428,668,0.0
437,545,29.443256
437,1027,0.0
437,855,29.443256
437,541,0.0
437,780,0.0
437,1359,29.443256
437,13,29.443256
22,671,0.0
22,96,0.0
22,948,0.0
22,1360,0.0
22,710,21.64192
22,911,13.02136
396,846,43.549328
396,488,21.466421
396,725,31.505795
396,796,0.0
396,1162,23.178814
396,477,21.466421
396,1142,26.16433
396,728,29.849455
396,1237,21.466421
396,155,23.178814
396,204,43.549328
396,321,0.0
758,1309,0.0
758,817,27.916822
758,1022,19.717703
758,618,27.916822
758,362,19.717703
758,614,0.0
751,812,0.0
751,1247,47.366905
751,1407,0.0
751,955,0.0
751,1391,0.0
751,157,0.0
751,540,36.16365
751,711,0.0
751,428,0.0
751,218,36.16365
751,167,0.0
458,716,0.0
458,1019,0.0
458,1280,0.0
458,462,19.123188
458,655,19.123188
458,1401,0.0
13,545,0.0
13,1027,29.443256
13,1210,0.0
13,437,29.443256
13,855,0.0
13,1359,0.0
1404,885,17.643171
1404,1346,17.736208
1404,1266,0.0
687,712,17.831656
687,899,22.51373
687,1326,49.224285
687,1418,22.51373
687,883,0.0
687,199,48.611362
687,210,0.0
687,633,48.611362
1206,122,0.0
1206,929,7.792368
1206,766,7.792368
315,1038,39.042274
315,860,39.046318
315,354,39.046318
315,801,39.046318
315,941,0.0
315,719,23.439665
315,1363,17.995173
315,1287,39.046318
315,12,0.0
315,144,39.046318
488,1443,30.983965
488,1062,0.0
488,1457,33.626816
488,728,0.0
488,1237,33.626816
488,396,21.466421
488,43,0.0
488,477,0.0
488,204,21.466421
488,427,38.96184
488,302,38.96184
1253,1387,48.32861
1253,519,0.0
1253,145,34.23342
1253,297,0.0
1253,824,49.115135
1253,1196,49.115135
1009,1380,0.0
1009,1211,18.109997
1009,1365,46.335674
1009,1145,24.066616
1009,1307,0.0
1009,1308,24.066616
1009,961,0.0
1009,872,46.335674
1009,34,27.108498
1009,212,22.692785
1009,563,0.0
1009,660,41.60861
1009,6,41.60861
505,519,15.442624
505,834,0.80742174
505,1305,21.219786
505,1179,21.219786
505,1377,0.0
505,813,21.219786
505,841,12.583677
505,156,21.219786
818,1144,0.0
818,1082,18.363531
818,1061,40.01577
818,175,0.0
818,491,28.554228
818,449,0.0
818,74,0.0
818,704,0.0
981,1381,0.0
981,1271,42.99673
981,1086,23.572968
981,705,41.188232
981,585,7.7812324
981,832,40.055782
981,410,32.463608
981,586,0.0
981,641,41.188232
1462,141,40.40261
1462,1059,40.40261
1462,222,0.0
1462,392,40.40261
1462,850,0.0
755,1342,40.293034
755,1235,44.82073
755,1460,0.0
755,965,29.441378
755,929,0.0
755,630,44.82073
334,1207,0.0
334,348,44.5954
334,440,9.829628
334,324,10.34262
334,10,9.829628
334,138,30.537474
334,91,0.0
956,1347,0.0
956,1203,21.578815
956,1052,42.282455
956,515,0.0
956,792,0.0
956,57,44.104824
956,210,0.0
956,900,0.0
956,341,27.163673
956,831,29.39463
956,383,48.7935
956,544,44.104824
956,263,21.578815
956,722,0.0
956,340,27.163673
956,213,29.39463
956,827,29.39463
391,849,0.0
1024,1280,20.565142
1024,1284,37.629745
1024,1414,0.0
1024,1041,20.565142
1024,772,30.534378
1024,927,0.0
1024,482,0.0
1024,655,0.0
1024,171,20.565142
1062,1443,47.093452
1062,488,0.0
1062,43,38.96184
1062,427,0.0
1062,302,30.983965
97,146,13.025871
97,617,13.025871
97,1297,13.025871
97,388,0.0
97,789,13.025871
50,1350,0.0
50,1420,0.0
50,1440,0.0
50,200,0.0
50,278,48.48273
50,1433,0.0
50,65,12.434525
702,851,41.7221
702,995,42.720665
702,1057,41.7221
702,397,0.0
702,493,0.0
783,1244,0.0
783,979,0.0
783,1147,0.0
783,164,49.625324
1138,1184,30.068441
1138,690,0.0
1138,1039,0.0
1138,260,48.76166
1138,1091,21.150713
1138,37,48.76166
1138,109,0.0
1138,407,0.0
1020,503,0.0
1020,412,10.16393
1020,480,47.97956
1020,698,47.97956
57,950,24.131918
57,280,0.0
57,515,49.1362
57,956,44.104824
57,983,0.0
57,210,44.104824
57,341,49.1362
57,165,0.0
57,189,0.0
57,383,17.044952
57,899,49.1362
57,544,0.0
57,888,0.0
57,966,0.0
57,1347,44.104824
57,309,0.0
57,1203,22.07827
843,1080,10.326843
843,1324,35.89178
843,986,0.0
843,971,35.039215
843,83,35.89178
1345,1251,0.0
1345,1150,13.599009
1345,919,18.374014
1345,1311,18.374014
73,545,26.47438
73,201,9.504624
73,571,0.0
73,1109,0.0
73,163,0.0
73,582,49.07728
73,639,23.358704
73,972,26.47438
73,726,39.67366
73,500,23.765717
73,28,19.593155
1227,1409,0.0
1227,1398,0.0
1227,800,0.0
1227,246,0.0
1227,1017,35.96088
1227,333,0.0
1227,1209,35.96088
1227,1084,0.0
392,631,35.549534
392,1375,45.134003
392,1059,0.0
392,1462,40.40261
392,840,17.997272
392,1016,0.0
392,141,0.0
392,222,0.0
392,47,45.134003
87,146,0.0
988,1121,0.0
988,1338,19.001549
988,1321,0.0
988,1457,0.0
988,1173,0.0
988,901,0.0
988,81,0.0
988,477,0.0
988,501,0.0
103,297,0.0
103,1243,0.0
103,1001,13.789609
88,533,26.55292
88,226,21.465847
88,1095,23.870226
88,1182,0.0
265,779,45.663345
265,1233,42.72949
265,1269,0.0
265,216,42.72949
265,5,47.384094
95,599,0.0
95,1017,0.0
95,741,0.0
95,886,20.389767
200,846,0.0
200,1350,0.0
200,278,48.48273
200,767,9.0684805
200,1433,0.0
200,746,9.0684805
200,120,9.0684805
200,133,0.0
200,50,0.0
200,69,0.0
502,1215,43.907375
502,1113,43.907375
502,254,31.847767
502,389,31.847767
502,249,0.0
666,1104,0.0
666,1325,0.0
666,1331,0.0
666,1216,0.0
666,378,0.0
666,510,0.0
1087,1149,25.190443
1087,760,25.190443
1087,137,25.190443
1087,205,0.0
1087,217,25.190443
1087,416,26.351843
1408,356,41.132107
1408,1136,41.132107
1408,1039,0.0
1408,168,0.0
1408,260,0.0
983,950,0.0
983,280,24.131918
983,57,0.0
983,165,0.0
983,189,0.0
983,383,41.165054
983,888,0.0
983,966,24.131918
983,309,17.044952
850,1059,0.0
850,1462,0.0
601,1163,27.88815
601,1085,0.0
601,1402,10.533502
601,640,0.39983645
601,342,17.257448
535,1278,11.257672
535,857,0.0
535,617,11.257672
535,970,39.353836
535,1021,39.353836
535,752,36.722946
535,1071,17.779352
535,745,14.779258
535,1254,0.0
535,1441,36.722946
535,337,39.353836
535,443,0.0
993,571,0.0
993,115,16.338266
993,424,16.338266
993,587,0.0
993,895,12.252022
993,267,12.252022
993,30,8.396253
993,479,12.252022
168,356,0.0
168,454,40.19542
168,1144,40.19542
168,1136,41.132107
168,1039,42.261364
168,491,40.732162
168,1408,0.0
168,1101,0.0
168,260,0.0
168,26,40.732162
1017,1227,35.96088
1017,1209,0.0
1017,1398,35.96088
1017,800,35.96088
1017,599,20.389767
1017,246,35.96088
1017,95,0.0
1017,333,35.96088
1017,741,0.0
1017,886,0.0
210,515,0.0
210,687,0.0
210,956,0.0
210,712,49.224285
210,383,48.7935
210,899,17.831656
210,544,48.7935
210,263,21.578815
210,1326,49.224285
210,1347,0.0
210,1418,17.831656
210,1203,21.578815
210,883,11.340858
210,1052,42.282455
210,199,17.831656
210,57,44.104824
982,402,0.0
760,1087,25.190443
760,1149,48.62154
760,1261,0.0
760,137,48.62154
760,205,25.190443
760,217,0.0
56,893,32.794445
56,335,32.794445
56,633,0.0
56,1164,0.0
56,525,0.0
791,978,0.0
791,865,0.0
791,461,23.362087
791,778,0.0
791,489,23.362087
749,1119,0.0
250,221,0.0
306,584,10.956699
306,808,0.0
306,1205,0.0
306,448,13.467585
306,1026,10.956699
306,1075,0.0
306,1081,10.956699
306,1199,13.467585
306,756,13.467585
306,531,0.0
306,107,0.0
1395,1399,33.438663
1395,1369,33.438663
1395,561,0.0
1395,353,33.438663
1146,1449,0.0
1146,1171,34.512558
1146,192,0.0
1146,320,45.02967
1146,191,31.300573
354,860,17.995169
354,916,0.0
354,801,0.0
354,941,0.0
354,719,33.570805
354,1287,17.995169
354,315,39.046318
354,144,17.995169
1444,376,14.69744
1444,585,15.6784115
1444,1141,14.69744
1444,228,15.6784115
1444,790,10.267856
727,968,0.0
727,950,25.391962
727,1132,25.391962
727,606,13.714091
727,595,11.678317
727,570,25.391962
528,1331,40.08416
528,1076,0.0
528,701,0.0
528,1320,0.0
528,1158,0.0
528,1343,0.0
528,678,40.08416
528,1277,40.08416
528,677,40.08416
528,1401,21.90639
528,1288,25.603495
528,996,21.90639
528,1306,0.0
528,703,16.288376
528,100,40.08416
528,441,0.0
528,462,0.0
1163,1402,0.0
1163,342,41.06504
1163,601,27.88815
1163,640,29.60285
845,262,0.0
845,303,10.798545
845,518,24.728365
845,27,24.728365
281,1127,0.0
281,787,14.775603
281,870,11.423945
281,266,0.0
1083,128,22.839596
1083,441,0.0
1083,507,0.0
1083,701,0.0
1083,450,22.839596
1412,557,29.304672
1412,3,45.636803
1412,1105,16.333475
1412,130,0.0
1412,154,0.0
1412,184,16.333462
1412,1382,16.333462
1026,1075,0.0
1026,1081,0.0
1026,584,0.0
1026,808,0.0
1026,306,10.956699
1022,1183,0.0
1022,1411,29.971579
1022,618,0.0
1022,817,29.971579
1022,362,0.0
1022,614,0.0
1022,758,19.717703
1022,457,29.971579
207,503,9.221184
207,412,9.888761
207,1200,41.56039
207,693,9.888761
207,0,41.56039
1161,68,0.0
1161,668,0.0
1397,779,46.32748
1397,598,39.935783
1397,768,46.32748
1397,522,0.0
1397,1012,12.970517
1397,148,33.424347
930,1422,34.74756
930,16,47.574543
930,485,0.0
930,754,0.0
930,589,0.0
303,845,10.798545
303,518,22.231098
303,782,11.344466
303,262,0.0
303,143,11.344466
303,27,22.231098
335,609,0.0
335,893,0.0
335,762,0.0
335,920,18.530966
335,1330,18.530966
335,633,32.794445
335,1164,0.0
335,56,32.794445
1381,1400,22.08429
1381,705,0.0
1381,585,7.7812324
1381,981,0.0
1381,832,34.522686
